,0,1,2,3,4,5,6,7,8,9,10,11
1194,DNF,Jeni BEPKO (#1164),08:02:07,"NZL
																							|",45-49,Female,00:41:17,00:16:52,04:22:45,00:05:27,02:35:45,
1195,DNF,Karen MCLINTOCK (#1154),08:02:34,"NZL
																							|",45-49,Female,00:49:36,00:10:52,04:04:31,00:04:26,02:53:06,
1196,DNF,Kseniia SHOIGU (#478),,"RUS
																							|",25-29,Female,01:10:02,00:15:49,,,,
1197,DNF,Beverly COBOS (#462),,"MEX
																							|",25-29,Female,01:24:12,00:12:27,,,,
1198,DNF,Harriet WHITMORE (#469),08:08:09,"NZL
																							|",25-29,Female,00:52:33,00:10:17,04:05:44,00:02:41,02:56:52,
1199,DNF,Emma POOLE (#445),,"NZL
																							|",25-29,Female,00:31:15,00:05:59,02:39:23,00:01:19,,
1200,DNF,Roger O' DONNELL (#428),07:11:47,"IRL
																							|",25-29,Male,01:11:16,00:08:48,03:33:15,00:02:27,02:15:59,
1201,DNF,Andrew SUH (#432),07:56:45,"NZL
																							|",25-29,Male,00:57:32,00:12:24,04:07:14,00:02:45,02:36:47,
1202,DNF,Carla SIECK (#351),,"MEX
																							|",18-24,Female,00:48:40,00:09:12,04:00:43,00:03:37,,
1203,DNF,Conor MERCER (#383),,"NZL
																							|",25-29,Male,00:45:33,00:07:56,03:08:04,00:02:47,,
1204,DNF,Sergei BILYK (#395),,"RUS
																							|",25-29,Male,01:09:58,00:15:49,,,,
1205,DNF,Iftekhar HUSSAIN (#590),07:13:35,"GBR
																							|",30-34,Male,01:14:14,00:11:03,03:44:27,00:06:13,01:57:35,
1206,DNF,Jared BANHAM (#572),,"NZL
																							|",30-34,Male,00:34:45,00:05:46,02:44:14,00:01:24,,
1207,DNF,Qiuni CHEN (#491),,"CHN
																							|",25-29,Female,,,,,,
1208,DNF,Charlotte THOMAS-KIRCHER (#511),08:15:40,"NZL
																							|",25-29,Female,00:37:29,00:09:10,03:47:26,00:05:30,03:36:03,
1209,DNF,Emma TODD (#512),,"NZL
																							|",25-29,Female,00:56:00,,,,,
1210,DNF,James STEVENS (#532),,"NZL
																							|",30-34,Male,00:42:00,00:10:20,03:14:37,00:03:53,,
1211,DNF,Joanna KRAWIEC (#77),,"POL
																							|",25-29,Female,00:34:50,00:05:41,02:48:50,,,
1212,DNF,Laura WOOD (#22),,"NZL
																							|",Pro,Female,00:28:05,00:04:48,02:37:30,00:01:24,,
1213,DNF,Edward VINING (#17),,"AUS
																							|",Pro,Male,00:26:39,00:04:59,02:25:16,00:22:19,,
1214,DNF,Ronin WHELAN (#293),,"NZL
																							|",18-24,Male,00:32:29,00:07:55,02:58:45,00:03:03,,
1215,DNF,Helen BRADFORD (#265),,"NZL
																							|",45-49,Female,00:36:22,00:07:23,,,,
1216,DNF,Anthony TOWNSEND (#262),,"NZL
																							|",45-49,Male,00:43:33,00:12:29,03:44:03,00:04:09,,
1217,DNF,Korey CRAKE (#308),08:45:51,"NZL
																							|",18-24,Male,00:47:48,00:11:43,04:28:05,00:04:12,03:14:02,
1218,DNF,Hannah HOWELL (#327),,"NZL
																							|",18-24,Female,00:26:36,00:04:54,,,,
1219,DNF,Mike RAMSAY (#222),,"NZL
																							|",75-79,Male,00:41:51,00:11:17,03:41:08,00:03:22,,
1220,DNF,Anna BREEN (#237),,"NZL
																							|",18-24,Female,00:39:17,00:06:51,03:02:13,00:02:27,,
1221,DNF,Kirsty BULLARD (#245),,"NZL
																							|",30-34,Female,00:36:35,00:08:29,,,,
1222,DNF,Kerry WEEKS (#190),,"NZL
																							|",45-49,Male,00:27:24,00:05:52,02:32:40,00:01:58,,
1223,DNF,Mike ROIGARD (#197),,"NZL
																							|",45-49,Male,00:35:08,00:05:15,02:22:56,00:01:05,,
1224,DNF,Garth BARFOOT (#1533),,"NZL
																							|",80+,Male,00:52:45,00:16:35,04:17:29,,,
1225,DNF,Tat King CHENG (#1206),,"HKG
																							|",50-54,Male,,,,,,
1226,DNF,Karim ROSTAMI (#771),09:27:31,"NZL
																							|",35-39,Male,00:35:09,00:18:23,04:31:50,00:08:14,03:53:53,
1227,DNF,Andrew VANE (#1520),,"NZL
																							|",45-49,Male,00:31:04,00:07:03,02:35:23,00:02:24,,
1228,DNF,James KATENE (#1552),,"NZL
																							|",25-29,Male,00:39:07,00:05:54,02:51:25,00:03:11,,
1229,DNF,Michelle SELBY (#1289),,"NZL
																							|",50-54,Female,,,,,,
1230,DNF,Cyrille MARTEDDU (#1271),,"FRA
																							|",50-54,Male,,,,,,
1231,DNF,Glenn MCLEAY (#1272),,"NZL
																							|",50-54,Male,00:29:31,00:06:09,02:27:48,00:02:59,,
1232,DNF,Craig YORSTON (#1242),,"NZL
																							|",50-54,Male,00:36:00,00:06:10,02:36:33,,,
1233,DNF,Rachel SMITH (#1327),08:37:45,"AUS
																							|",50-54,Female,00:50:24,00:09:07,04:33:08,00:04:42,03:00:22,
1234,DNF,Kim SMITH (#1328),08:58:53,"NZL
																							|",50-54,Female,00:54:50,00:15:05,04:20:47,00:04:01,03:24:08,
1235,DNF,Chung Fai WONG (#1351),07:53:25,"HKG
																							|",55-59,Male,01:11:45,00:13:25,03:50:12,00:05:40,02:32:21,
1236,DNF,Robert SEARLE (#1347),,"NZL
																							|",55-59,Male,00:33:39,00:07:19,02:35:28,00:02:27,,
1237,DNF,David DONALDSON (#1365),,"NZL
																							|",55-59,Male,00:30:57,00:07:49,,,,
1238,DNF,Andrew LEE (#1370),07:10:08,"NZL
																							|",55-59,Male,01:11:39,00:09:30,02:59:51,00:06:13,02:42:53,
1239,DNF,Paul HOWELLS (#1436),,"NZL
																							|",60-64,Male,00:37:09,00:11:32,03:25:56,,,
1240,DNF,Hisashi KOGA (#1451),08:56:16,"JPN
																							|",60-64,Male,01:13:13,00:14:31,04:10:17,00:05:58,03:12:15,
1241,DNF,Laurentius DE RUITER (#1446),,"NZL
																							|",60-64,Male,00:47:50,00:07:09,03:05:03,00:06:54,,
1242,DNF,Libby HENRIKSEN (#1413),,"NZL
																							|",55-59,Female,00:33:51,00:06:14,02:48:50,00:01:40,,
1243,DNF,Leonie VAN DEN BERGH (#1424),,"NZL
																							|",55-59,Female,01:35:08,00:17:02,,,,
1244,DNF,Mary Anne WOODS (#1425),,"NZL
																							|",55-59,Female,00:37:59,00:08:07,03:49:00,00:04:48,,
1245,DNF,Malcolm ELLEY (#1431),,"NZL
																							|",60-64,Male,00:34:25,00:08:11,02:59:30,,,
1246,DNF,Marie HEAPHY (#1398),08:01:17,"NZL
																							|",55-59,Female,00:48:28,00:13:32,03:55:51,00:04:50,02:58:33,
1247,DNF,Lesley SOUTH (#1403),08:43:23,"NZL
																							|",55-59,Female,00:44:09,00:12:54,04:15:59,00:03:57,03:26:22,
1248,DNF,Steve NAGY (#1387),,"NZL
																							|",55-59,Male,,,,,,
1249,DNF,William ANG (#1394),08:07:13,"NZL
																							|",55-59,Male,00:52:23,00:10:14,04:12:54,00:02:43,02:48:57,
1250,DNF,Harold ROBINSON (#1487),,"NZL
																							|",70-74,Male,00:58:22,00:11:29,03:31:34,00:05:44,,
1251,DNF,Manfred SCHMID (#1488),07:40:44,"NZL
																							|",75-79,Male,01:12:51,00:15:46,03:33:45,00:08:03,02:30:17,
1252,DNF,David John MORIARTY (#1472),,"NZL
																							|",65-69,Male,,,,,,
1253,DNF,Mike GAFFANEY (#1476),08:08:31,"NZL
																							|",65-69,Male,00:59:42,00:12:19,03:40:17,00:06:35,03:09:36,
1254,DNF,Max O'KANE (#1482),,"NZL
																							|",65-69,Male,00:39:30,00:10:17,03:35:17,00:02:58,,
1255,DNF,Susie WRIGHT (#1522),08:12:57,"NZL
																							|",45-49,Female,00:54:24,00:14:15,03:58:06,00:05:56,03:00:14,
1256,DNF,Brent WRIGHT (#1523),08:12:57,"NZL
																							|",50-54,Male,00:54:22,00:14:13,03:58:11,00:05:55,03:00:15,
1257,DNS,Wayne YARR (#1524),,"NZL
																							|",50-54,Male,,,,,,
1258,DNS,Nicky COONEY (#1525),,"NZL
																							|",50-54,Female,,,,,,
1259,DNS,Sheryl TIER (#1526),,"NZL
																							|",50-54,Female,,,,,,
1260,DNS,Sue DUNN (#1527),,"NZL
																							|",50-54,Female,,,,,,
1261,DNS,Mark MCDONALD (#1528),,"NZL
																							|",55-59,Male,,,,,,
1262,DNS,Aidan COLLINS (#1509),,"NZL
																							|",40-44,Male,,,,,,
1263,DNS,Dayle FILER (#1513),,"NZL
																							|",40-44,Female,,,,,,
1264,DNS,Lauren HANN (#1483),,"NZL
																							|",65-69,Female,,,,,,
1265,DNS,Eddie DAVIES (#1491),,"NZL
																							|",25-29,Male,,,,,,
1266,DNS,George MCDONALD (#1493),,"NZL
																							|",25-29,Male,,,,,,
1267,DNS,Emily MCNAUGHTAN (#1494),,"NZL
																							|",25-29,Female,,,,,,
1268,DNS,Amy HOFFMAN (#1505),,"NZL
																							|",35-39,Female,,,,,,
1269,DNS,Paul BERRY (#1477),,"NZL
																							|",65-69,Male,,,,,,
1270,DNS,Donald JACOBS (#1478),,"NZL
																							|",65-69,Male,,,,,,
1271,DNS,Guillermo DE DIEGO (#1481),,"ARG
																							|",65-69,Male,,,,,,
1272,DNS,Kevin HANN (#1474),,"NZL
																							|",65-69,Male,,,,,,
1273,DNS,Millie COOKE (#1467),,"USA
																							|",60-64,Female,,,,,,
1274,DNS,Paul VANDERMEER (#1393),,"NZL
																							|",55-59,Male,,,,,,
1275,DNS,Peter COWAN (#1378),,"NZL
																							|",55-59,Male,,,,,,
1276,DNS,Mike MILNE (#1386),,"NZL
																							|",55-59,Male,,,,,,
1277,DNS,Heidi LIECHTI (#1401),,"CHE
																							|",55-59,Female,,,,,,
1278,DNS,Suzanne VAN PELS (#1397),,"NZL
																							|",55-59,Female,,,,,,
1279,DNS,Marianne THIDLING (#1407),,"SWE
																							|",55-59,Female,,,,,,
1280,DNS,Gerardo MADRAZO (#1452),,"NZL
																							|",60-64,Male,,,,,,
1281,DNS,Paul BUTTERFIELD (#1434),,"NZL
																							|",60-64,Male,,,,,,
1282,DNS,Michael DUNHAM (#1435),,"USA
																							|",60-64,Male,,,,,,
1283,DNS,Mark SEIDELIN (#1441),,"NZL
																							|",60-64,Male,,,,,,
1284,DNS,Chris SMITH (#1438),,"NZL
																							|",60-64,Male,,,,,,
1285,DNS,Alasdair HUNTER-WILSON (#1369),,"NZL
																							|",55-59,Male,,,,,,
1286,DNS,Murray BROWN (#1375),,"NZL
																							|",55-59,Male,,,,,,
1287,DNS,Jennifer NOTTAGE (#1325),,"USA
																							|",50-54,Female,,,,,,
1288,DNS,Rosemary PITTAMS (#1331),,"NZL
																							|",50-54,Female,,,,,,
1289,DNS,Peter ROTHWELL (#1338),,"NZL
																							|",55-59,Male,,,,,,
1290,DNS,Lesley WILSON (#1313),,"NZL
																							|",50-54,Female,,,,,,
1291,DNS,Michelle CATHERWOOD (#1314),,"NZL
																							|",50-54,Female,,,,,,
1292,DNS,Charlie MCCURDY (#1306),,"NZL
																							|",50-54,Female,,,,,,
1293,DNS,Carol COOPER (#1307),,"NZL
																							|",50-54,Female,,,,,,
1294,DNS,Megan GOUVERNEUE (#1321),,"NZL
																							|",50-54,Female,,,,,,
1295,DNS,Peter ABRAHAMSON (#1243),,"NZL
																							|",50-54,Male,,,,,,
1296,DNS,Steve BARROTT (#1245),,"NZL
																							|",50-54,Male,,,,,,
1297,DNS,Shane MUNN (#1235),,"NZL
																							|",50-54,Male,,,,,,
1298,DNS,William CROWE (#1255),,"NZL
																							|",50-54,Male,,,,,,
1299,DNS,Mark DINEEN (#1256),,"NZL
																							|",50-54,Male,,,,,,
1300,DNS,Ross GOUVERNEUR (#1258),,"NZL
																							|",50-54,Male,,,,,,
1301,DNS,Bob MAXWELL (#1283),,"NZL
																							|",50-54,Male,,,,,,
1302,DNS,Mike MCROBERTS (#1284),,"NZL
																							|",50-54,Male,,,,,,
1303,DNS,Shane THOMPSON (#1277),,"NZL
																							|",50-54,Male,,,,,,
1304,DNS,Vicki WHEELER (#1301),,"NZL
																							|",50-54,Female,,,,,,
1305,DNS,Edouard GADESAUDE (#1535),,"NZL
																							|",30-34,Male,,,,,,
1306,DNS,Kemara KENNEDY (#622),,"NZL
																							|",30-34,Male,,,,,,
1307,DNS,Peter CLARK (#210),,"NZL
																							|",50-54,Male,,,,,,
1308,DNS,Alex WAITE (#183),,"NZL
																							|",40-44,Male,,,,,,
1309,DNS,Andrew JONES (#184),,"AUS
																							|",40-44,Male,,,,,,
1310,DNS,Jasmine MNIJEL (#246),,"NZL
																							|",30-34,Female,,,,,,
1311,DNS,Angie KEEN (#247),,"NZL
																							|",30-34,Female,,,,,,
1312,DNS,Simon SWIFT (#249),,"NZL
																							|",35-39,Male,,,,,,
1313,DNS,Christopher DYKZEUL (#225),,"NZL
																							|",40-44,Male,,,,,,
1314,DNS,David SANDERS (#213),,"USA
																							|",50-54,Male,,,,,,
1315,DNS,Christopher STEINBERGS (#321),,"AUS
																							|",18-24,Male,,,,,,
1316,DNS,Raya HELYAR (#329),,"NZL
																							|",18-24,Female,,,,,,
1317,DNS,Johanna SMITH (#331),,"NZL
																							|",18-24,Female,,,,,,
1318,DNS,Harrison ALGIE (#299),,"NZL
																							|",18-24,Male,,,,,,
1319,DNS,Simon LJUNGQVIST (#313),,"SWE
																							|",18-24,Male,,,,,,
1320,DNS,Fraser WALSH (#18),,"AUS
																							|",Pro,Male,,,,,,
1321,DNS,Mike PHILLIPS (#1),,"NZL
																							|",Pro,Male,,,,,,
1322,DNS,Nathan GROCH (#12),,"AUS
																							|",Pro,Male,,,,,,
1323,DNS,Pete JACOBS (#9),,"AUS
																							|",Pro,Male,,,,,,
1324,DNS,Cameron BROWN (#3),,"NZL
																							|",Pro,Male,,,,,,
1325,DNS,Dylan MCNEICE (#4),,"NZL
																							|",Pro,Male,,,,,,
1326,DNS,Caroline KENNEDY (#61),,"NZL
																							|",35-39,Female,,,,,,
1327,DNS,Robin POMEROY (#31),,"USA
																							|",Pro,Female,,,,,,
1328,DNS,Marshall MCNEICE (#158),,"NZL
																							|",30-34,Male,,,,,,
1329,DNS,Mark WATSON (#160),,"AUS
																							|",30-34,Male,,,,,,
1330,DNS,Paul WHEAT (#108),,"NZL
																							|",45-49,Male,,,,,,
1331,DNS,Hilary ROBOTHAM (#117),,"NZL
																							|",45-49,Female,,,,,,
1332,DNS,Tim FORD (#531),,"AUS
																							|",30-34,Male,,,,,,
1333,DNS,Brett ELSE (#521),,"ZAF
																							|",30-34,Male,,,,,,
1334,DNS,William KELSEY (#524),,"NZL
																							|",30-34,Male,,,,,,
1335,DNS,Sheldon BEVAN (#550),,"NZL
																							|",30-34,Male,,,,,,
1336,DNS,Andrew BRIDSON (#551),,"NZL
																							|",30-34,Male,,,,,,
1337,DNS,Jarryd SISLEY (#541),,"AUS
																							|",30-34,Male,,,,,,
1338,DNS,Morag VIRTUE (#519),,"NZL
																							|",25-29,Female,,,,,,
1339,DNS,Emily-Jean PIPE (#507),,"NZL
																							|",25-29,Female,,,,,,
1340,DNS,Katherine MILLAR (#503),,"NZL
																							|",25-29,Female,,,,,,
1341,DNS,Sarah ADAMS (#482),,"NZL
																							|",25-29,Female,,,,,,
1342,DNS,Brooke BAIRD (#483),,"USA
																							|",25-29,Female,,,,,,
1343,DNS,Hirini HOUIA (#589),,"NZL
																							|",30-34,Male,,,,,,
1344,DNS,Kane ARMSTRONG (#570),,"NZL
																							|",30-34,Male,,,,,,
1345,DNS,Colton BAIRD (#571),,"USA
																							|",30-34,Male,,,,,,
1346,DNS,Karl ROBERTS (#564),,"NZL
																							|",30-34,Male,,,,,,
1347,DNS,Lewis GLENISTER (#620),,"NZL
																							|",30-34,Male,,,,,,
1348,DNS,Kirsty WOOD (#625),,"GBR
																							|",30-34,Female,,,,,,
1349,DNS,Jason THOMSEN (#611),,"NZL
																							|",30-34,Male,,,,,,
1350,DNS,Nicholas LICHTWARK (#595),,"NZL
																							|",30-34,Male,,,,,,
1351,DNS,Charles LUBBAT (#596),,"NZL
																							|",30-34,Male,,,,,,
1352,DNS,David LUBBAT (#597),,"USA
																							|",30-34,Male,,,,,,
1353,DNS,Matthieu MOREAUX (#602),,"NZL
																							|",30-34,Male,,,,,,
1354,DNS,Alister MUSGRAVE (#603),,"NZL
																							|",30-34,Male,,,,,,
1355,DNS,Jason MCCARTNEY (#599),,"NZL
																							|",30-34,Male,,,,,,
1356,DNS,Camdon BLAND (#396),,"NZL
																							|",25-29,Male,,,,,,
1357,DNS,James BRISBANE (#400),,"NZL
																							|",25-29,Male,,,,,,
1358,DNS,Liam MACKIE (#381),,"NZL
																							|",25-29,Male,,,,,,
1359,DNS,Megan CLAPHAM (#347),,"CAN
																							|",18-24,Female,,,,,,
1360,DNS,Amelia GREENAWAY (#342),,"NZL
																							|",18-24,Female,,,,,,
1361,DNS,Nathan TOMA (#374),,"NZL
																							|",25-29,Male,,,,,,
1362,DNS,Damien THEUMA (#435),,"NZL
																							|",25-29,Male,,,,,,
1363,DNS,Josh ODEN (#429),,"NZL
																							|",25-29,Male,,,,,,
1364,DNS,Samuel SCAIFE (#430),,"AUS
																							|",25-29,Male,,,,,,
1365,DNS,Iñigo ZABARTE (#438),,"ESP
																							|",25-29,Male,,,,,,
1366,DNS,Michael ABERNETHY (#439),,"NZL
																							|",25-29,Male,,,,,,
1367,DNS,Thomas AITCHISON (#440),,"NZL
																							|",25-29,Male,,,,,,
1368,DNS,Patrick CROOT (#409),,"GBR
																							|",25-29,Male,,,,,,
1369,DNS,Josh FOREMAN (#416),,"NZL
																							|",25-29,Male,,,,,,
1370,DNS,Wendy SWART (#467),,"NZL
																							|",25-29,Female,,,,,,
1371,DNS,Jodi SHANKS (#1157),,"NZL
																							|",45-49,Female,,,,,,
1372,DNS,Christina TAYLOR-SMITH (#1159),,"NZL
																							|",45-49,Female,,,,,,
1373,DNS,Cecelia DUFTY (#1170),,"NZL
																							|",45-49,Female,,,,,,
1374,DNS,Kim GEAR (#1172),,"NZL
																							|",45-49,Female,,,,,,
1375,DNS,Clare HOPKINS (#1181),,"NZL
																							|",45-49,Female,,,,,,
1376,DNS,Robert HUGGINS (#1185),,"GBR
																							|",50-54,Male,,,,,,
1377,DNS,Scott MCLAREN (#1203),,"NZL
																							|",50-54,Male,,,,,,
1378,DNS,George GALEA (#1192),,"AUS
																							|",50-54,Male,,,,,,
1379,DNS,Nick KEARNEY (#1194),,"NZL
																							|",50-54,Male,,,,,,
1380,DNS,Cristian GUTIERREZ MAURER (#1196),,"CHL
																							|",50-54,Male,,,,,,
1381,DNS,Anthony BROADHEAD (#1198),,"NZL
																							|",50-54,Male,,,,,,
1382,DNS,Shawn ANDERSON (#1225),,"USA
																							|",50-54,Male,,,,,,
1383,DNS,Daryl BLUNDELL (#1226),,"ZAF
																							|",50-54,Male,,,,,,
1384,DNS,Jeff COLLINS (#1227),,"NZL
																							|",50-54,Male,,,,,,
1385,DNS,Ben DAVIES (#1229),,"NZL
																							|",50-54,Male,,,,,,
1386,DNS,Jez FANSTONE (#1230),,"GBR
																							|",50-54,Male,,,,,,
1387,DNS,Roddy HICKLING (#1221),,"NZL
																							|",50-54,Male,,,,,,
1388,DNS,Scott JENNER (#1222),,"NZL
																							|",50-54,Male,,,,,,
1389,DNS,Andrew SYLVESTER (#1211),,"NZL
																							|",50-54,Male,,,,,,
1390,DNS,Mike HIRST (#1213),,"NZL
																							|",50-54,Male,,,,,,
1391,DNS,Neil COOK (#1114),,"NZL
																							|",45-49,Male,,,,,,
1392,DNS,Wayne MCCONACHY (#1101),,"NZL
																							|",45-49,Male,,,,,,
1393,DNS,Aaron DAVIS (#1084),,"NZL
																							|",45-49,Male,,,,,,
1394,DNS,Todd CATIONS-VELVIN (#1080),,"NZL
																							|",45-49,Male,,,,,,
1395,DNS,Gerry CHNG (#1081),,"SGP
																							|",45-49,Male,,,,,,
1396,DNS,Daniel GILMORE (#1088),,"NZL
																							|",45-49,Male,,,,,,
1397,DNS,Kerry OLDFIELD (#1146),,"NZL
																							|",45-49,Female,,,,,,
1398,DNS,Tracey MCLEOD (#1137),,"NZL
																							|",45-49,Female,,,,,,
