,0,1,2,3,4,5,6,7,8,9,10,11
675,676,Clara LACHURIE (#498),05:57:25,"NZL
																							|","25-29
(33)","Female 
													(168)",00:37:30,00:07:39,03:20:14,00:02:35,01:49:25,
676,677,Craig BAMBER (#733),05:57:29,"NZL
																							|","35-39
(75)","Male 
													(509)",00:38:46,00:06:42,02:56:19,00:01:56,02:13:43,
677,678,Monica ROBBERS (#1155),05:57:30,"NZL
																							|","45-49
(18)","Female 
													(169)",00:33:07,00:07:00,02:58:52,00:02:57,02:15:31,
678,679,Andrew SCOTT (#760),05:57:35,"ZAF
																							|","35-39
(76)","Male 
													(510)",00:32:12,00:06:17,03:14:57,00:03:02,02:01:06,
679,680,Paul RODWAY (#283),05:57:38,"NZL
																							|","70-74
(1)","Male 
													(511)",00:43:09,00:07:42,02:56:13,00:02:13,02:08:19,
680,681,Craig COWELL (#1379),05:57:56,"NZL
																							|","55-59
(33)","Male 
													(512)",00:31:14,00:07:43,02:51:33,00:04:51,02:22:33,
681,682,Martin GASKELL (#877),05:58:05,"NZL
																							|","40-44
(61)","Male 
													(513)",00:40:28,00:07:52,03:00:39,00:03:21,02:05:44,
682,683,Mark HUDSON (#176),05:58:06,"NZL
																							|","40-44
(62)","Male 
													(514)",00:42:06,00:06:05,03:02:26,00:02:18,02:05:09,
683,684,Robin COLLIS (#1252),05:58:06,"NZL
																							|","50-54
(71)","Male 
													(515)",00:41:02,00:07:55,02:53:08,00:03:54,02:12:05,
684,685,Emma CACHEMAILLE (#259),05:58:08,"NZL
																							|","40-44
(28)","Female 
													(170)",00:34:02,00:07:27,02:52:21,00:02:02,02:22:15,
685,686,Clyve COUSINS (#1471),05:58:13,"NZL
																							|","65-69
(5)","Male 
													(516)",00:38:15,00:07:01,02:56:40,00:02:03,02:14:13,
686,687,Laura BONNEY (#338),05:58:18,"NZL
																							|","18-24
(9)","Female 
													(171)",00:31:55,00:06:52,03:09:15,00:02:13,02:08:02,
687,688,Andrew COTTERRELL (#1363),05:58:30,"NZL
																							|","55-59
(34)","Male 
													(517)",00:39:45,00:09:11,02:56:35,00:02:54,02:10:03,
688,689,Lisa THOMPSON (#1422),05:58:36,"NZL
																							|","55-59
(13)","Female 
													(172)",00:41:05,00:09:25,03:12:25,00:02:09,01:53:29,
689,690,Jeremy BRYDON (#401),05:59:02,"NZL
																							|","25-29
(60)","Male 
													(518)",00:37:23,00:08:16,03:00:37,00:01:54,02:10:49,
690,691,Joe WINDMEYER (#1356),05:59:05,"NZL
																							|","55-59
(35)","Male 
													(519)",00:42:22,00:08:45,02:56:41,00:04:18,02:06:57,
691,692,Jeremy BALLANTYNE (#192),05:59:06,"NZL
																							|","45-49
(82)","Male 
													(520)",00:34:14,00:08:35,02:58:09,00:02:48,02:15:18,
692,693,Josh HICKFORD (#526),05:59:20,"NZL
																							|","30-34
(71)","Male 
													(521)",00:33:41,00:07:15,02:58:30,00:02:12,02:17:39,
693,694,Whitney DAVIS (#1499),05:59:47,"NZL
																							|","30-34
(19)","Female 
													(173)",00:34:14,00:08:21,03:11:40,00:01:47,02:03:43,
694,695,Sean WILLIS (#1116),06:00:25,"NZL
																							|","45-49
(83)","Male 
													(522)",00:34:23,00:07:30,03:05:47,00:02:37,02:10:05,
695,696,Rachael COOPER (#1167),06:00:26,"NZL
																							|","45-49
(19)","Female 
													(174)",00:37:45,00:07:35,02:57:33,00:03:06,02:14:25,
696,697,Mitchell SOUNESS (#320),06:00:28,"NZL
																							|","18-24
(32)","Male 
													(523)",00:39:11,00:09:36,02:59:16,00:03:57,02:08:25,
697,698,Peter MCLEOD (#133),06:00:31,"NZL
																							|","60-64
(18)","Male 
													(524)",00:43:57,00:05:15,03:00:21,00:01:22,02:09:34,
698,699,Callum DICKSON (#1362),06:00:35,"NZL
																							|","55-59
(36)","Male 
													(525)",00:33:06,00:07:24,02:57:51,00:02:36,02:19:35,
699,700,Peter SAWYER (#912),06:00:43,"NZL
																							|","40-44
(63)","Male 
													(526)",00:32:56,00:09:04,02:58:43,00:05:49,02:14:08,
700,701,Benjamin HARG (#693),06:00:50,"AUS
																							|","35-39
(77)","Male 
													(527)",00:33:48,00:06:51,03:07:26,00:02:31,02:10:11,
701,702,Sue EVERTON (#1402),06:00:51,"NZL
																							|","55-59
(14)","Female 
													(175)",00:40:55,00:07:45,02:58:11,00:02:24,02:11:33,
702,703,Aziz BHARUCHI (#1507),06:01:21,"NZL
																							|","40-44
(64)","Male 
													(528)",00:45:16,00:09:48,02:48:31,00:04:26,02:13:18,
703,704,Richard O'BRIEN (#906),06:01:22,"NZL
																							|","40-44
(65)","Male 
													(529)",00:36:08,00:08:42,03:05:35,00:04:08,02:06:47,
704,705,John LUKER (#1342),06:01:33,"AUS
																							|","55-59
(37)","Male 
													(530)",00:33:03,00:07:05,03:11:48,00:02:07,02:07:29,
705,706,Catherine LYE (#1177),06:01:47,"NZL
																							|","45-49
(20)","Female 
													(176)",00:53:18,00:06:18,03:01:27,00:02:26,01:58:18,
706,707,Stephen PONSFORD (#248),06:02:01,"GBR
																							|","35-39
(78)","Male 
													(531)",00:42:28,00:08:00,03:02:54,00:04:19,02:04:18,
707,708,Sonia ARTHUR (#1300),06:02:05,"NZL
																							|","50-54
(16)","Female 
													(177)",00:41:54,00:07:10,03:04:16,00:02:50,02:05:52,
708,709,Marc WALKER (#616),06:02:21,|,"30-34
(72)","Male 
													(532)",00:56:47,00:07:55,02:47:27,00:04:01,02:06:09,
709,710,Eric TREMBLAY (#1278),06:02:30,"CAN
																							|","50-54
(72)","Male 
													(533)",00:34:11,00:08:14,03:08:30,00:05:08,02:06:26,
710,711,Andrew LAURENSON (#206),06:02:30,"NZL
																							|","50-54
(73)","Male 
													(534)",00:39:56,00:07:30,03:07:11,00:04:08,02:03:44,
711,712,Kristin PADDY (#459),06:02:40,"NZL
																							|","25-29
(34)","Female 
													(178)",00:43:20,00:06:15,03:12:00,00:02:19,01:58:44,
712,713,Paul MCELHONE (#853),06:02:46,"NZL
																							|","40-44
(66)","Male 
													(535)",00:33:46,00:09:27,03:03:46,00:03:08,02:12:37,
713,714,Richard SMALES (#918),06:02:50,"NZL
																							|","40-44
(67)","Male 
													(536)",00:32:08,00:06:29,03:01:08,00:02:56,02:20:07,
714,715,Gene ANDREWS (#706),06:03:09,"NZL
																							|","35-39
(79)","Male 
													(537)",00:39:26,00:09:46,02:53:51,00:02:20,02:17:44,
715,716,Robin EYRE (#822),06:03:34,"NZL
																							|","40-44
(68)","Male 
													(538)",00:33:14,00:07:24,02:58:02,00:03:04,02:21:48,
716,717,Nic MOON (#965),06:04:00,"NZL
																							|","40-44
(29)","Female 
													(179)",00:34:10,00:07:41,03:09:06,00:02:40,02:10:22,
717,718,Grant ABERNETHY (#1189),06:04:11,"NZL
																							|","50-54
(74)","Male 
													(539)",00:39:44,00:09:37,02:47:25,00:02:57,02:24:27,
718,719,Mireille COUTURE (#1515),06:04:14,"CAN
																							|","40-44
(30)","Female 
													(180)",00:47:35,00:06:58,03:09:31,00:02:38,01:57:30,
719,720,Francine BUICK (#968),06:04:39,"CAN
																							|","40-44
(31)","Female 
													(181)",00:48:51,00:07:37,03:04:05,00:03:05,02:00:58,
720,721,John SIMPSON (#916),06:04:50,"NZL
																							|","40-44
(69)","Male 
													(540)",00:36:16,00:10:35,03:06:16,00:04:04,02:07:37,
721,722,Kirsten WONG (#352),06:04:52,"NZL
																							|","18-24
(10)","Female 
													(182)",00:34:48,00:08:29,03:17:05,00:04:32,01:59:57,
722,723,Pam ANDERSON (#934),06:05:03,"NZL
																							|","40-44
(32)","Female 
													(183)",00:35:19,00:06:04,02:54:45,00:02:18,02:26:35,
723,724,Carlienne MACQUEEN (#501),06:05:06,"NZL
																							|","25-29
(35)","Female 
													(184)",00:36:37,00:06:57,03:20:25,00:02:06,01:58:58,
724,725,Jess JELLICOE (#349),06:05:16,"NZL
																							|","18-24
(11)","Female 
													(185)",00:37:58,00:07:04,03:27:25,00:02:14,01:50:33,
725,726,Stewart MCLACHLAN (#182),06:05:16,"NZL
																							|","40-44
(70)","Male 
													(541)",00:38:16,00:06:47,02:52:01,00:01:30,02:26:41,
726,727,Anna WATSON (#666),06:05:36,"NZL
																							|","30-34
(20)","Female 
													(186)",00:39:04,00:06:15,03:09:56,00:02:07,02:08:11,
727,728,Peter JUDGE (#592),06:05:50,"AUS
																							|","30-34
(73)","Male 
													(542)",00:52:38,00:07:27,02:50:36,00:04:10,02:10:57,
728,729,Alison HANEGRAAF (#1147),06:05:53,"NZL
																							|","45-49
(21)","Female 
													(187)",00:38:20,00:07:44,03:17:11,00:01:46,02:00:49,
729,730,Kelly ENRIGHT (#174),06:05:59,"AUS
																							|","35-39
(24)","Female 
													(188)",00:42:14,00:07:48,03:10:01,00:01:49,02:04:04,
730,731,Santiago DE ABIEGA (#442),06:06:01,"MEX
																							|","25-29
(61)","Male 
													(543)",00:43:04,00:08:38,02:59:22,00:04:15,02:10:40,
731,732,Bethany EDWARDS (#655),06:06:05,"GBR
																							|","30-34
(21)","Female 
													(189)",00:37:15,00:08:00,03:12:35,00:04:10,02:04:03,
732,733,Dexter LOO (#902),06:06:22,"SGP
																							|","40-44
(71)","Male 
													(544)",00:49:49,00:09:29,03:00:13,00:03:05,02:03:44,
733,734,Jenny SPREITZER (#978),06:06:31,"NZL
																							|","40-44
(33)","Female 
													(190)",00:35:37,00:07:22,03:09:59,00:02:02,02:11:29,
734,735,Casper PRINSLOO (#755),06:06:37,"NZL
																							|","35-39
(80)","Male 
													(545)",00:58:54,00:07:22,02:37:31,00:02:14,02:20:34,
735,736,Michael MILLS (#426),06:06:52,"NZL
																							|","25-29
(62)","Male 
													(546)",00:38:22,00:07:56,02:52:39,00:02:15,02:25:37,
736,737,Gary FAZACKERLEY (#1187),06:06:52,"NZL
																							|","50-54
(75)","Male 
													(547)",00:55:13,00:08:48,02:45:34,00:04:23,02:12:53,
737,738,Caroline MCCARTHY (#1421),06:07:34,"NZL
																							|","55-59
(15)","Female 
													(191)",00:45:19,00:12:49,02:54:57,00:06:36,02:07:50,
738,739,Lisa HORN (#964),06:07:37,"NZL
																							|","40-44
(34)","Female 
													(192)",00:42:00,00:08:19,03:15:50,00:02:48,01:58:38,
739,740,John GOODWIN (#1089),06:07:40,"NZL
																							|","45-49
(84)","Male 
													(548)",00:38:12,00:09:50,02:59:39,00:04:13,02:15:44,
740,741,Boyd COX (#876),06:07:44,"NZL
																							|","40-44
(72)","Male 
													(549)",00:33:25,00:07:57,03:10:24,00:04:59,02:10:58,
741,742,Yasmin GEE (#1173),06:08:02,"NZL
																							|","45-49
(22)","Female 
													(193)",00:31:39,00:07:48,02:53:48,00:03:08,02:31:37,
742,743,Chelsea OLIVER (#337),06:08:04,"AUS
																							|","18-24
(12)","Female 
													(194)",00:34:53,00:06:36,03:10:38,00:02:22,02:13:32,
743,744,Caron SCHOLLUM (#1148),06:08:06,"NZL
																							|","45-49
(23)","Female 
													(195)",00:36:54,00:09:38,03:15:40,00:03:17,02:02:36,
744,745,Gary STEPHENSON (#1373),06:08:07,"NZL
																							|","55-59
(38)","Male 
													(550)",00:44:39,00:10:05,03:00:23,00:03:45,02:09:13,
745,746,Elizabeth STALLWORTHY (#994),06:08:08,"NZL
																							|","40-44
(35)","Female 
													(196)",00:35:09,00:07:53,03:15:14,00:03:10,02:06:40,
746,747,Ewan SMALL (#1437),06:08:22,"NZL
																							|","60-64
(19)","Male 
													(551)",00:36:39,00:08:21,02:56:13,00:02:57,02:24:10,
747,748,Bryce EDWARDS (#1432),06:08:31,"NZL
																							|","60-64
(20)","Male 
													(552)",00:34:55,00:07:15,03:05:52,00:02:57,02:17:29,
748,749,Helen WATERWORTH (#665),06:08:35,"NZL
																							|","30-34
(22)","Female 
													(197)",00:40:46,00:08:20,03:10:05,00:03:11,02:06:10,
749,750,Lachlan BUNN (#402),06:08:50,"NZL
																							|","25-29
(63)","Male 
													(553)",00:37:02,00:06:52,03:18:14,00:02:03,02:04:37,
750,751,Kelly VALLENDER (#664),06:09:13,"ZAF
																							|","30-34
(23)","Female 
													(198)",00:33:40,00:09:41,03:10:53,00:03:34,02:11:22,
751,752,Julie IBBOTSON GRONO (#1176),06:09:15,"NZL
																							|","45-49
(24)","Female 
													(199)",00:38:05,00:08:24,03:07:11,00:02:25,02:13:07,
752,753,Vicki HUNTER (#1296),06:09:29,"NZL
																							|","50-54
(17)","Female 
													(200)",00:44:25,00:07:39,03:03:35,00:04:25,02:09:23,
753,754,Kathryn BURTON (#124),06:09:31,"NZL
																							|","50-54
(18)","Female 
													(201)",00:37:10,00:07:13,02:55:03,00:03:19,02:26:44,
754,755,Andrew BULL (#892),06:09:39,"NZL
																							|","40-44
(73)","Male 
													(554)",00:32:50,00:08:11,03:03:28,00:04:05,02:21:04,
755,756,Adrien MARTEDDU (#598),06:09:39,"FRA
																							|","30-34
(74)","Male 
													(555)",00:46:19,00:06:36,03:05:57,00:02:06,02:08:39,
756,757,Raewyn BARKER (#804),06:09:50,"NZL
																							|","35-39
(25)","Female 
													(202)",00:33:47,00:08:04,03:26:00,00:03:57,01:58:01,
757,758,Angela HIPWELL (#1506),06:09:53,"AUS
																							|","35-39
(26)","Female 
													(203)",00:39:29,00:06:42,03:14:56,00:04:30,02:04:14,
758,759,Anna THOMAS (#995),06:10:03,"NZL
																							|","40-44
(36)","Female 
													(204)",00:34:45,00:07:01,03:08:42,00:03:13,02:16:20,
759,760,Jerome BLONDIN (#1078),06:10:14,"NCL
																							|","45-49
(85)","Male 
													(556)",00:38:31,00:09:24,02:56:00,00:03:30,02:22:46,
760,761,Jeremy TOMKINSON (#922),06:11:16,"NZL
																							|","40-44
(74)","Male 
													(557)",00:39:18,00:09:12,03:06:34,00:04:05,02:12:05,
761,762,Jordan O'NEILL (#476),06:11:20,"NZL
																							|","25-29
(36)","Female 
													(205)",00:33:09,00:07:30,03:10:53,00:03:02,02:16:44,
762,763,Glenn WILLIAMS (#694),06:11:20,"NZL
																							|","35-39
(81)","Male 
													(558)",00:36:52,00:07:13,03:12:01,00:02:50,02:12:24,
763,764,Grant TROLLOPE (#1473),06:11:34,"NZL
																							|","65-69
(6)","Male 
													(559)",00:38:06,00:08:13,02:51:26,00:03:17,02:30:30,
764,765,Suzaan LE ROUX (#444),06:11:44,"ZAF
																							|","25-29
(37)","Female 
													(206)",00:35:48,00:07:19,03:15:35,00:02:00,02:11:01,
765,766,Christopher SMITH (#882),06:12:02,"NZL
																							|","40-44
(75)","Male 
													(560)",00:57:01,00:07:44,03:05:26,00:03:24,01:58:25,
766,767,Janine HANCOCK (#1411),06:12:11,"NZL
																							|","55-59
(16)","Female 
													(207)",00:40:34,00:08:08,03:01:36,00:02:12,02:19:40,
767,768,Jeandri CONRADIE (#670),06:12:19,"NZL
																							|","30-34
(24)","Female 
													(208)",00:36:37,00:08:51,03:20:34,00:03:22,02:02:53,
768,769,Kelvin MCLAY (#277),06:12:21,"NZL
																							|","60-64
(21)","Male 
													(561)",00:41:03,00:08:51,03:11:25,00:03:03,02:07:57,
769,770,Rochelle YOUNGSON (#186),06:12:41,"NZL
																							|","40-44
(37)","Female 
													(209)",00:41:34,00:08:31,03:16:31,00:04:07,02:01:56,
770,771,Mckenzie EDGAR (#492),06:12:48,"NZL
																							|","25-29
(38)","Female 
													(210)",00:34:16,00:08:06,03:13:24,00:04:15,02:12:45,
771,772,Shane WAHL (#829),06:13:00,"NZL
																							|","40-44
(76)","Male 
													(562)",00:38:18,00:07:48,03:12:53,00:02:21,02:11:37,
772,773,Brais RODRIGUEZ GOYANES (#565),06:13:06,"ESP
																							|","30-34
(75)","Male 
													(563)",00:36:36,00:10:03,03:06:18,00:02:22,02:17:45,
773,774,Jayne IHAKA (#495),06:13:09,"NZL
																							|","25-29
(39)","Female 
													(211)",00:38:24,00:08:59,03:10:48,00:05:58,02:08:57,
774,775,Kyle STORE (#567),06:13:22,"ZAF
																							|","30-34
(76)","Male 
													(564)",00:41:43,00:09:03,03:07:18,00:03:49,02:11:27,
775,776,Keller MCMANAMON (#382),06:13:24,"NZL
																							|","25-29
(64)","Male 
													(565)",00:38:20,00:06:42,02:55:17,00:03:24,02:29:39,
776,777,Samara FOX (#633),06:13:25,"NZL
																							|","30-34
(25)","Female 
													(212)",00:44:37,00:07:02,02:58:36,00:02:24,02:20:45,
777,778,Andy JACK (#878),06:13:45,"NZL
																							|","40-44
(77)","Male 
													(566)",00:38:52,00:07:29,03:10:47,00:04:47,02:11:48,
778,779,Laurika HAZELHURST (#1142),06:13:51,"NZL
																							|","45-49
(25)","Female 
													(213)",00:37:59,00:07:09,02:56:22,00:01:52,02:30:28,
779,780,Peter HOWES (#1538),06:13:59,"AUS
																							|","45-49
(86)","Male 
													(567)",00:38:00,00:07:58,03:10:33,00:03:38,02:13:48,
780,781,Campbell CAVE (#1059),06:14:05,"NZL
																							|","45-49
(87)","Male 
													(568)",00:36:46,00:08:34,02:56:06,00:03:05,02:29:32,
781,782,Emma MOORE (#506),06:14:12,"NZL
																							|","25-29
(40)","Female 
													(214)",00:28:42,00:07:17,03:19:09,00:02:56,02:16:07,
782,783,Fred ESCALLE (#1062),06:14:14,"NZL
																							|","45-49
(88)","Male 
													(569)",00:37:16,00:09:22,02:56:47,00:03:08,02:27:41,
783,784,Danny HUGH (#542),06:14:16,"USA
																							|","30-34
(77)","Male 
													(570)",00:39:05,00:08:22,03:12:43,00:02:20,02:11:43,
784,785,Michael ROSENFELDT (#1056),06:14:22,"NZL
																							|","45-49
(89)","Male 
													(571)",00:34:29,00:10:23,02:58:56,00:03:09,02:27:24,
785,786,Tessa BURMESTER (#488),06:14:27,"NZL
																							|","25-29
(41)","Female 
													(215)",00:39:28,00:08:54,03:07:51,00:03:52,02:14:20,
786,787,Sinead OHARA (#647),06:14:33,"IRL
																							|","30-34
(26)","Female 
													(216)",00:34:20,00:08:36,03:12:34,00:03:09,02:15:52,
787,788,Robbie BIRD (#1077),06:14:42,"NZL
																							|","45-49
(90)","Male 
													(572)",00:32:59,00:11:03,03:22:43,00:02:53,02:05:02,
788,789,Deborah DAVIDSON (#950),06:14:47,"AUS
																							|","40-44
(38)","Female 
													(217)",00:41:32,00:07:13,03:16:02,00:03:06,02:06:52,
789,790,Wayne GILMERS (#1382),06:14:49,"NZL
																							|","55-59
(39)","Male 
													(573)",00:37:52,00:09:32,02:59:42,00:03:32,02:24:09,
790,791,Chris ROLLITT (#1275),06:14:49,"NZL
																							|","50-54
(76)","Male 
													(574)",00:37:00,00:12:31,03:15:09,00:06:51,02:03:15,
791,792,Henry LILLIE (#1553),06:14:50,|,"30-34
(78)","Male 
													(575)",00:39:18,00:10:34,03:19:25,00:05:52,01:59:38,
792,793,Kristen Wilson (#1160),06:15:03,"NZL
																							|","45-49
(26)","Female 
													(218)",00:39:04,00:09:34,03:10:20,00:02:42,02:13:20,
793,794,Rachael KNAPTON (#945),06:15:07,"NZL
																							|","40-44
(39)","Female 
													(219)",00:40:21,00:07:38,03:03:51,00:03:12,02:20:03,
794,795,Kylie BOYD (#652),06:15:16,"NZL
																							|","30-34
(27)","Female 
													(220)",00:40:11,00:06:49,03:08:08,00:04:08,02:15:59,
795,796,Steve PARSONS (#1011),06:15:17,"NZL
																							|","45-49
(91)","Male 
													(576)",00:36:38,00:07:23,02:53:08,00:03:16,02:34:49,
796,797,Tara PARTRIDGE (#200),06:15:18,"AUS
																							|","45-49
(27)","Female 
													(221)",00:40:38,00:08:22,03:08:45,00:02:40,02:14:50,
797,798,Jodi BROWN (#1317),06:15:20,"NZL
																							|","50-54
(19)","Female 
													(222)",00:40:58,00:08:22,03:24:24,00:03:05,01:58:28,
798,799,Jon DEARDEUFF (#579),06:15:28,"USA
																							|","30-34
(79)","Male 
													(577)",00:45:47,00:08:20,03:10:49,00:04:22,02:06:08,
799,800,Shotaro HASHIMOTO (#418),06:15:34,"NZL
																							|","25-29
(65)","Male 
													(578)",00:33:55,00:08:10,03:12:16,00:03:55,02:17:17,
800,801,Kirstin BURT (#969),06:15:57,"NZL
																							|","40-44
(40)","Female 
													(223)",00:41:00,00:08:02,03:10:20,00:03:31,02:13:03,
801,802,Kahumoana SHEDLOCK (#943),06:16:00,"NZL
																							|","40-44
(41)","Female 
													(224)",00:46:25,00:09:01,03:04:25,00:02:19,02:13:48,
802,803,Shane HEFFERNAN (#588),06:16:08,"IRL
																							|","30-34
(80)","Male 
													(579)",00:57:31,00:08:56,03:21:01,00:03:02,01:45:35,
803,804,Sarah WHEELER (#667),06:16:11,"NZL
																							|","30-34
(28)","Female 
													(225)",00:45:51,00:08:20,03:08:23,00:03:25,02:10:09,
804,805,Richard FARQUHAR (#1519),06:16:18,"NZL
																							|","45-49
(92)","Male 
													(580)",00:52:57,00:07:01,03:13:07,00:03:19,01:59:52,
805,806,Antoinette HUMAN (#473),06:16:41,"ZAF
																							|","25-29
(42)","Female 
													(226)",00:38:23,00:08:06,03:14:56,00:03:21,02:11:53,
806,807,Marc BESSELING (#1247),06:16:48,"NZL
																							|","50-54
(77)","Male 
													(581)",00:38:48,00:07:52,03:01:46,00:03:19,02:25:02,
807,808,Louise DUMÉE (#949),06:16:58,"NZL
																							|","40-44
(42)","Female 
													(227)",00:37:22,00:07:02,03:14:34,00:01:59,02:15:59,
808,809,Linda CONRAD (#808),06:17:12,"NZL
																							|","35-39
(27)","Female 
													(228)",00:40:14,00:07:36,03:11:48,00:04:47,02:12:44,
809,810,Michael HALL (#1090),06:17:16,"NZL
																							|","45-49
(93)","Male 
													(582)",00:40:31,00:09:44,03:10:25,00:03:33,02:13:01,
810,811,Jean-Paul CARRE (#893),06:17:18,"NZL
																							|","40-44
(78)","Male 
													(583)",00:32:36,00:08:35,03:04:53,00:03:28,02:27:45,
811,812,Michael LEE (#1384),06:17:21,"NZL
																							|","55-59
(40)","Male 
													(584)",00:41:25,00:08:30,02:44:09,00:05:03,02:38:13,
812,813,Peter MANN (#1453),06:17:42,"NZL
																							|","60-64
(22)","Male 
													(585)",00:56:45,00:08:33,02:57:58,00:03:16,02:11:09,
813,814,Murray PLACE (#605),06:17:46,"NZL
																							|","30-34
(81)","Male 
													(586)",00:35:34,00:07:18,03:10:24,00:01:58,02:22:30,
814,815,Laszlo CSITE (#1082),06:17:47,"NZL
																							|","45-49
(94)","Male 
													(587)",00:46:52,00:07:30,03:30:09,00:02:29,01:50:45,
815,816,Chenice WHEARTY (#514),06:17:50,"NZL
																							|","25-29
(43)","Female 
													(229)",00:40:33,00:07:59,03:22:09,00:02:27,02:04:40,
816,817,Marty FINCH (#1427),06:17:53,"NZL
																							|","60-64
(23)","Male 
													(588)",00:35:38,00:08:44,03:12:44,00:01:57,02:18:48,
817,818,Mitchell BLUNDEN (#397),06:17:57,"NZL
																							|","25-29
(66)","Male 
													(589)",00:42:26,00:07:14,03:11:23,00:03:10,02:13:44,
818,819,Karen HUNT (#1463),06:18:07,"NZL
																							|","60-64
(4)","Female 
													(230)",00:34:15,00:07:59,03:17:09,00:03:13,02:15:28,
819,820,Alix SINCLAIR (#201),06:18:11,"NZL
																							|","45-49
(28)","Female 
													(231)",00:34:44,00:08:07,03:12:49,00:02:20,02:20:09,
820,821,Tessa RALFE (#343),06:18:18,"NZL
																							|","18-24
(13)","Female 
													(232)",00:35:55,00:09:58,03:06:51,00:04:53,02:20:37,
821,822,Reon VAN RENSBURG (#1280),06:18:21,"NZL
																							|","50-54
(78)","Male 
													(590)",00:35:15,00:08:30,03:14:39,00:03:42,02:16:13,
822,823,Peter PARKER (#1389),06:18:23,"NZL
																							|","55-59
(41)","Male 
													(591)",00:37:39,00:11:00,02:53:55,00:06:06,02:29:42,
823,824,Angelique ENSOR (#1171),06:18:24,"NZL
																							|","45-49
(29)","Female 
													(233)",00:36:03,00:06:39,03:16:42,00:02:07,02:16:51,
824,825,Andrew PEAT (#723),06:18:54,"NZL
																							|","35-39
(82)","Male 
													(592)",00:40:24,00:09:40,02:59:07,00:04:31,02:25:10,
825,826,Ben SPEEDY (#884),06:18:55,"NZL
																							|","40-44
(79)","Male 
													(593)",00:43:56,00:07:33,03:36:16,00:02:26,01:48:41,
826,827,Julian CHOQUETTE (#552),06:18:57,"CAN
																							|","30-34
(82)","Male 
													(594)",00:57:27,00:09:54,03:14:36,00:02:22,01:54:37,
827,828,Steve CARRIE (#1368),06:18:57,"NZL
																							|","55-59
(42)","Male 
													(595)",00:42:51,00:11:19,02:54:17,00:06:23,02:24:06,
828,829,Graeme LAURENCE (#1066),06:19:01,"NZL
																							|","45-49
(95)","Male 
													(596)",00:40:49,00:07:39,03:12:17,00:01:56,02:16:18,
829,830,Nicky SKINNER (#1310),06:19:07,"NZL
																							|","50-54
(20)","Female 
													(234)",00:36:16,00:07:21,03:23:21,00:04:53,02:07:14,
830,831,Cherie SCOTT (#1305),06:19:08,"NZL
																							|","50-54
(21)","Female 
													(235)",00:35:59,00:07:26,03:03:36,00:02:30,02:29:34,
831,832,Jackson STEWART (#610),06:19:09,"NZL
																							|","30-34
(83)","Male 
													(597)",00:36:51,00:08:26,02:49:28,00:05:05,02:39:16,
832,833,Joy BAKER (#1484),06:19:10,"NZL
																							|","65-69
(1)","Female 
													(236)",00:39:04,00:06:04,03:19:39,00:01:54,02:12:28,
833,834,Alison Hale (#1174),06:19:18,"AUS
																							|","45-49
(30)","Female 
													(237)",00:34:33,00:07:05,03:09:33,00:02:58,02:25:08,
834,835,Megan COLTMAN (#941),06:19:29,"NZL
																							|","40-44
(43)","Female 
													(238)",00:40:02,00:08:05,03:27:51,00:02:36,02:00:53,
835,836,Judith FUNCK (#1140),06:19:51,"DEU
																							|","45-49
(31)","Female 
													(239)",00:45:24,00:07:40,03:22:10,00:04:40,01:59:54,
836,837,Jane HALSTED (#971),06:20:08,"NZL
																							|","40-44
(44)","Female 
													(240)",00:40:20,00:07:42,03:14:31,00:03:52,02:13:41,
837,838,Michelle MCCONCHIE (#1521),06:20:31,"NZL
																							|","45-49
(32)","Female 
													(241)",00:38:32,00:07:03,03:02:50,00:02:38,02:29:26,
838,839,Fiona DONALD (#64),06:20:46,"NZL
																							|","40-44
(45)","Female 
													(242)",00:33:23,00:06:52,03:40:59,00:02:06,01:57:26,
839,840,Holly BOYD (#486),06:20:56,"NZL
																							|","25-29
(44)","Female 
													(243)",00:39:38,00:08:31,03:14:08,00:02:56,02:15:41,
840,841,Soren HALL (#1020),06:20:57,"NZL
																							|","45-49
(96)","Male 
													(598)",00:39:22,00:07:49,03:13:09,00:02:56,02:17:39,
841,842,Andrea GALLAHER (#1130),06:21:11,"NZL
																							|","45-49
(33)","Female 
													(244)",00:42:40,00:08:13,03:06:30,00:03:23,02:20:22,
842,843,Mark FOUBISTER (#1231),06:21:14,"NZL
																							|","50-54
(79)","Male 
													(599)",00:36:51,00:11:17,03:10:02,00:05:30,02:17:32,
843,844,Casey DE KONING (#446),06:21:22,"ZAF
																							|","25-29
(45)","Female 
													(245)",00:33:42,00:08:58,03:13:50,00:03:03,02:21:47,
844,845,Kylene SCHLEBUSCH (#1156),06:21:28,"NZL
																							|","45-49
(34)","Female 
													(246)",00:32:39,00:08:36,03:23:36,00:03:08,02:13:28,
845,846,Gabriel SACKS (#609),06:21:31,"BRA
																							|","30-34
(84)","Male 
													(600)",00:37:09,00:08:08,03:17:26,00:03:03,02:15:44,
846,847,Rebecca JEFFCOATE (#496),06:21:47,"GBR
																							|","25-29
(46)","Female 
													(247)",00:34:35,00:07:17,03:22:45,00:02:37,02:14:32,
847,848,Andrew WALLACE (#1508),06:21:50,"NZL
																							|","40-44
(80)","Male 
													(601)",00:36:52,00:08:34,03:03:50,00:02:31,02:30:01,
